q1_list,q2_list,label
蚂蚁 借呗 用 了了 多久 能 恢复,蚂蚁 借呗 逾期 还款 后 什么 时候 能 恢复 恢复正常 正常,0
花呗 还款 金额 是 可以 修改 的 吗 有 什么 影响,花呗 可以 更改 还款 还款日 日期 吗,0
为什么 什么 借呗 费率 不同,为什么 什么 我 和 我 朋友 的 借呗 利息 不一 一样,0
借呗 贷款 证明 盖章,借呗 结清 证明 发 邮箱 没有 盖章,0
如何 提高 蚂蚁 借呗 可 借款 的 额度,蚂蚁 花呗 兑换 提现 额度,0
为什么 什么 申请 借呗 没有 通过 呀,为什么 什么 没有 送 你 借呗 礼包,0
我 退货 了 花呗 显示 钱 以 退回 账号 为什么 什么 没看 看到 钱,我 花呗 退款 怎么 没有 看到 钱,0
怎么 在 淘宝 使用 花呗,我 使用 了 花呗 怎么 怎么样 完全,0
我 的 花呗 么 有用 怎么 用 还款,瓜子 子花 花呗 怎么 还款 最 划算,0
为什么 什么 我 的 花呗 额度 是 七十 可以 用 超 去,花呗 就 七十 的 额度 怎么 使用 才能 提 额,0
花呗 pos 机 消费,是不是 不是 pos 机 扫 码 都 可以 用 花呗,1
我 用 花呗 为什么 什么 没 显示 我 欠钱,花呗 借 显示 使用 中 但是 卡 还 没收 收到 钱,0
为啥 我 花呗 这么 这么久 了 不 提升 额度,为什么 什么 我 花呗 只有,0
借呗 多久 才 可以 升 一次 额度,蚂蚁 借呗 可以 提升 额度 吗,0
蚂蚁 借呗 借款 时间,蚂蚁 借呗 能 不能 能取 取到 现金,0
为什么 什么 十月 的 花呗 分期 还 了 咋 没有 记录,为什么 什么 花呗 没有 显示 还款,0
我 想 知道 我 这个 月 的 花呗 还 的 都 是 什么 钱,我 的 花呗 这个 月 还 不 上 了 晚些 还 可以 吗,0
在 我 的 借呗 还 啦 为啥 不能 借 啦,我 的 借呗 为啥 一直 没钱 在 里面,0
我 申请 蚂蚁 借呗 然后 填好 资料 之后 就 说 今天 天人 太多 明天 请 早,申请 借呗 总是 说 申请 申请人 人数 太多 明天 再来 是 什么 意思,1
我 的 条件 不符 符合 蚂蚁 借呗 吗,我 还 需要 什么 条件 才 可以 开通 蚂蚁 借呗,0
忘记 还 借呗 的 钱 怎么 怎么办,忘记 花呗 的 密码,0
开通 花呗 的 条件,我 为什么 什么 不能 能开 开通 花呗,0
我 上个 上个月 的 花呗 账单 不对 我 只用 了 为什么 什么 要 还,我 已经 还 了 花呗 了 为什么 什么 显示 还为 还,0
花呗 能 他人 人代 代付 吗,花呗 自动 还 的 钱 能退 退回 退回来 回来 吗,0
花呗 还款 可以 在 号 或 十号 还 吗,花呗 每个 月 号 还款,0
支付 支付宝 除了 蚂蚁 借呗 还有 有别 别的 借 吧 吗,蚂蚁 借呗 是 本月 借 下月 还 吗,0
上面 显示 我 不符 符合 开通 花呗 挑 件,开通 花呗 显示 安全 认证 不通 通过,0
花呗 评估 的 内容,怎样 怎样才能 才能 通过 蚂蚁 花呗 的 评估,0
我 银行 银行卡 卡扣 扣钱 了 怎么 还 扣 花呗 额度,借呗 还款 从 银行 银行卡 卡扣 扣钱 额度 上限 是 多少,0
花呗 推迟 还款 怎么 扣 费,花呗 延迟 还款 了 怎么 怎么办,0
蚂蚁 借呗 的 息 怎么 降低,借呗 利益 降低 跟 什么 有关,0
现在 使用 花呗 付款 也 是 下个月 号 还款 吗,还 之前 花呗 是 负 的 还 完 还是 负 的,0
我 想 把 每月 花呗 的 额度 在 调低 低点 可以 吗,我 的 花呗 怎么 三个 月 没升,0
什么 是 借呗,蚂蚁 借呗 利息 怎么 算,0
己 用 额度 为 就是 就是说 我 己 还清 花呗 是 吗,花呗 额度 是不是 不是 说 我 能 借,0
为什么 什么 我 没有 开 借呗,蚂蚁 借呗 显示 我 已经 授权 了 为什么 什么 显示 没有 开通,0
借呗 是 分期 的 提前 还清 款项,借呗 分期 后 能 提前 还 完,1
花呗 还款 扣 了 两次 钱,我 是 绑定 的 银行 银行卡 每次 银行 银行卡 卡里 的 钱 也 扣 了 怎么 花呗 还 让 我 还款 那 我 不是 出 了 两次 钱 吗,1
为什么 什么 花呗 不可 可以 自动 还款 了,支付 支付宝 余额 足额 花呗 不自 自动 还款 还 不了 款 还 逾期 怎么 怎么办,0
我 想 咨询 一下 怎么 取消 自动 还款 花呗,怎样 关闭 蚂蚁 花呗 自动 还款,1
蚂蚁 花呗 分期 分期付款 付款 后 可以 提前 还款 吗,花呗 可以 提前 还 全款,0
花呗 这 月 分期 何时 还款,我 想 还 月份 和 月份 的 花呗 分期 在 哪里 还,0
使用 了 花呗 会 影响 信用 积分 吗,使用 花呗 分期 期会 影响 贷款 买房 吗,0
的 芝麻 信用 如果 开了花 花呗 有 多少 少额 额度 呀,信誉 额度 多少 才能 能开 开通 花呗,0
我 提前 还款 还用 不了 花呗,我 的 支付 支付宝 花呗 是不是 不是 被 封 了,0
花呗 还款 可以 取消 分期 还款 吗,取消 电费 的 花呗 分期,0
蚂蚁 借呗 还 完 了 额度 没有 恢复,借呗 还过 款 没有 恢复 额度,1
花呗 晚 一天 付款 会 影响 信用 吗,花呗 显示 有 付 数 了 会 不会 影响 信用,0
支付 支付宝 的 花呗 额度 是 什么,怎么 使用 转 花呗 额度,0
为什么 什么 网 商银 银行 银行贷款 贷款 直接 接转 转借 借呗 了,因为 是 银行 银行卡 直接 还 的 借呗,0
换手 手机 手机号 手机号码 机号码 号码 了 花呗 提示 还是 以前 手机 手机号 手机号码 机号码 号码 怎么 怎么办,换手 手机 手机号 手机号码 机号码 号码 怎 能解 解除 花呗,0
蚂蚁 借呗 当天 借 当天 还 会 收 利息 吗,蚂蚁 借呗 借钱 一个 一个月 之内 还清 还有 有利 利息 不,0
我 花呗 为什么 什么 有 分期,我 是 用 的 花呗 么,0
花呗 收款 的 审核 进度,借呗 提 额 审核 进度 查询,0
借呗 怎么 没有 十二 十二个 二个 二个月 分期,借呗 最长 分期 不是 十二 十二个 二个 二个月 吗,0
花呗 怎么 看 临时 临时额度 额度 的,我 的 花呗 额度 详情,0
借呗 使用 会 影响 房贷 吗,借了 蚂蚁 借呗 会 对 个人 签证 有 影响 吗,0
为什么 什么 我 的 借呗 没有 额度,为什么 什么 我 借呗 暂无 额度,1
是不是 不是 还 了 花呗,还 了 花呗 是不是 不是 可以 直接 用,0
我 今天 已经 还过 花呗 了 为什么 什么 还 扣 我 我 一百,花呗 不是 一个 一个月 还款 吗 为什么 什么 我 昨晚 用 的 花呗 十几 十几天 几天 就要 还款 了,0
我 用 的 是 花呗 没有 有用 那么 多,我 的 花呗 怎么 自动 扣 了 那么 多 钱,0
为什么 什么 我 的 蚂蚁 借呗 没有 信息 后 本 的 这个 还款 方式,我 的 蚂蚁 借呗 没了 什么 情况,0
怎么 我 还 支付 支付宝 花呗 的 钱,还款 之后 的 花呗 额度 怎么 怎么办,0
蚂蚁 借呗 借款 利息 是 好多,借呗 一年 的 利息 是 费率 是 多少,0
蚂蚁 花呗 限额 多少,我 的 花呗 值 多少 了,0
合家 福 超市 可以 以使 使用 花呗 付款 吗,花呗 可以 指定 付款 哪 一种 嘛,0
花呗 可以 用 在 微 信用 吗,微 信 直接 还 花呗 不,0
通过 收钱 码 收款 用 花呗 支付 的 限额 是 多少 怎么 提升,我 是 商家 花呗 收款 最大 大限 限额 多少,0
花呗 还款 扣 手续 手续费 续费 吗,电脑 端 花呗 还款 要 收 手续 手续费 续费 吗,0
还 借呗 更换 银行 银行卡,更换 银行 银行卡 可以 以使 使用 花呗,0
我 的 花呗 花 了 怎么 要 还,退回 花呗 的 钱 怎么 还要 还,0
收钱 码 信用 信用卡 花呗 有 额度 限制 吗,收钱 码 花呗 额度 限制,1
花呗 余额 为什么 什么 不能 分 三期 付款,我 的 花呗 为什么 什么 不能 使用,0
我 花呗 能用 么,以后 还 能用 花呗 了,0
因为 我 之前 不怎么 怎么 用 支付 支付宝 所以 不知 知道 花呗 逾期 了,我 的 花呗 怎么 被 锁 了 积分 也 没了,0
花呗 分期 了 可以 提前 还 完 之前 前所 所分 分期 的,你 知道 支付 支付宝 花呗 分期 分期付款 付款 了 能 提前 还 吗,1
花呗 在 哪个 功能 里面,花呗 在 哪里 报名 返 现,0
迟 还 一天 借呗 有 什么 影响 吗,借呗 逾期 块 多 天 对 之后 后会 有 影响 吗,1
开通 花呗 还 可以 注销 吗,欠 花呗 可以 注销 吗,0
帮 我 查 一下 我 的 账户 花呗 永久 关闭 生效 了 吗,为什么 什么 我 的 账户 开通 不了 花呗,0
借呗 的 还款 路径,花呗 和 借呗 的 还款 是 一起 的 嘛 起 的,0
为什么 什么 要 登陆 另外 一个 一个支 支付 支付宝 账号 使用 花呗,花呗 怎么 更换 换到 另外 一个 账号 上面 去,0
花呗 分期 还 会 影响 信誉 不会,花呗 分期 分期付款 付款 影响 芝麻 信用 分数 吗,0
借呗 怎么 只能 分 期 还款 了,我 的 蚂蚁 借呗 怎么 分 不了 期 了,0
花呗 里 的 余额 怎么 查询,怎么 查 自己 的 花呗 临时 临时额度 额度 是 多少,0
蚂蚁 借呗 申请 不成 成功 多久 还 可以 再 申请,我 为什么 什么 不可 可以 申请 借呗,0
我 花呗 现在 还 了 还 能 问 吗,花呗 在 商店 都 能 卖东西 东西 吗,0
借呗 大学 大学生 学生 生分 分期 手续 手续费 续费,大学 大学生 学生 花呗 分期 优惠,0
我 支付 支付宝 花呗 分期 能 提前 还清 吗,花呗 分期 以后 提前 还款,0
如何 安全 验证 花呗,花呗 安全 验证 没有 通过 是 什么 意思,0
为什么 什么 我 借 不了 花呗 具体 原因 是 什么,我 的 账号 为什么 什么 不能 能用 借 吧 花 吧,0
借呗 提示 当前 操作 存在 风险 怎么 解除,蚂蚁 借呗 当前 操作 存在 风险,0
花呗 临时 临时额度 额度 是 和 普通 额度 一样 嘛,花呗 临时 临时额度 额度 还款,0
蚂蚁 借呗 还款 微 信 提现 的 有 延时 还 没到 账 可以 时间 推迟 迟到 下午 么,能 不能 延迟 花呗 还款 微 信 提现 还 未 到 银行 银行卡,0
今天 用 了 借呗 什么 时候 需要 还款,借呗 逾期 最晚 什么 时候 还,0
我 花呗 冻 了,我 的 花呗 不用 了 怎么 解除,0
借呗 借款 多久 才 到 账,借呗 能 多长 多长时间 长时间 时间 到 账,1
蚂蚁 花呗 已经 无法 使用 快 一年 了 为什么 什么 还 不能 使用,花呗 无法 使用 了 怎么 怎么办 了,0
同一 同一个 一个 个人 的 不同 同支 支付 支付宝 账号 都 有 借呗 吗,两个 支付 支付宝 是 同一 同一个 一个 一个身 身份 认证 的 手机 手机号 手机号码 机号码 号码 又 不同 账户 余额 不同 花呗 又 是 只能 能用 一个,0
上个 上个月 花呗 分期 后 这个 月 还 能 分期 吗,花呗 分期 后 第二 第二个 二个 二个月 能 继续 分期 吗,1
请 借借 借呗 的 钱 能 提现 吗,蚂蚁 借呗 钱 能 提出 出来 吗,0
定金 用 余额 余额宝 尾款 可以 用 花呗 吗,预售 尾款 可以 用 花呗 吗,1
借呗 为什么 什么 借款 只有 六个 六个月,我 的 借呗 分期 为什么 什么 只能 是 个 月,1
我 再 用 花呗 用 了 多少 少时 时间 扣,我 已经 用 过 了 花呗,0
花呗 可不 可不可以 不可 可以 推迟 还债,现在 花呗 还 不了 能 延迟 吗,1
我 那样 退出 花呗,花呗 退出 要付 付费 吗,0
花呗 购买 东西 额度 不足,淘宝 提示 花呗 分期 额度 不足 什么 意思,1
花呗 怎么 不能 能用,我 花呗 有 额度 怎么 不能 消费 商家 的,0
我 之前 开通 通了 花呗 然后 关掉 了 现在 怎么 不能 能开 了,我 花呗 关了 现在 想开 开通 通为 为什么 什么 开通 不了,1
网商贷 和 借呗 哪个 比较 好,网 商 袋 好 还是 借呗 好,0
我 使用 花呗 购买 机票 后 我 就 直接 把 款 还 上 了 后来 我 又 退票 了 这笔 钱 去 哪里 了,我 刚 用 花呗 买 了 机票 我 怎么 还 钱,0
分期 分期付款 付款 未 还 完 还 可以 用 花呗 吗,使用 花呗 分期 买 商品 这么 还,0
提前 还款 了 花呗 额度 能 再 提升 吗,花呗 借款 能 提前 还清 吗,0
没有 银行 银行卡 怎么 用 借呗,怎么 使用 借呗 免费 额度,0
小蓝 单车 押金 不退 你们 也 有责 责任 凭 什么 要 我们 还 花呗,帮 我 把 小蓝 单车 的 押金 要 回来 我 用 的 花呗 支付 的,0
花呗 也 需要 绑定 银行 银行卡,花呗 绑定 银行 银行卡 在 哪,0
花呗 购物 哪里 看 快递,花呗 买 东西 的 快递 在 哪 查,1
花呗 里 有钱 怎么 付 不了 款,花呗 信用 信用卡 不能 收付 付款,0
我 已经 开通 通了 花呗 收款 怎么 不能 能用 花呗 收款,蚂蚁 花呗 我 现在 怎么 只能 小额 收款,0
会 不会 因为 用 花呗 分期 就 用 不了,花呗 办 分期 这个 月 用 还 吗,0
蚂蚁 借呗 可以 微 信 还款 吗,花呗 还款 能用 微 信 吗,0
蚂蚁 借呗 还 可以 提高 高额 额度 吗,余额 余额宝 和 蚂蚁 借呗 有关 关系 吗 会 不会 给 蚂蚁 借呗 提 额,0
能 提升 花呗 额度 吗,花呗 分期 提升 额度,0
如何 将 网商贷 变成 蚂蚁 借呗,网商贷 怎么 能变 变成 蚂蚁 借呗,1
蚂蚁 借呗 额度 能 不能 能降 降低,怎么 降低 借呗 总额 变,0
如何 查 花呗 还款 余额,如何 查看 还有 多少 期 花呗 未 还,0
到 小商 小商店 商店 可以 用 花呗 吗,可以 在 店面 使用 花呗 吗,1
借呗 上次 提 额 时间,怎么 可以 借呗 提 额度,0
本月 还款 借呗 还 能开 开通 吗,借呗 逾期 还 可以 借款 吗,1
花呗 账单 分期 可以 连续 申请 吗,积分 怎么 换 花呗 账单 分期 劵,0
花呗 付款 不用 秘 码 的 吗,用 支付 支付宝 上 的 花呗 是不是 不是 够 五十 可以 以免 支付 密码,0
不符 符合 开通 花呗 是 什么 回事,我 开通 花呗 刷脸 通不过 不过 是不是 不是 就 不能 使用,0
我 的 花呗 一共 还 差 多少 多少钱,我 一共 会 了 多少 花呗 的 钱,0
花呗 逾期 三天 还有 影响 吗,花呗 分期 还 会 以后 后影 影响 信誉 吗,0
借呗 显示 无法 通过 审核,借呗 资料 审核,0
我 的 花呗 为啥 额度 不涨,怎么 调整 花呗 额度,0
积分 花呗 额度 是 多少,我 如果 开通 花呗 额度 是 多少,0
借呗 当前 有 欠款 花呗 还 可以 以使 使用 吗,花呗 的 信用 信用度 用度 借呗 用 不了 吗,0
为什么 什么 我 的 蚂蚁 借呗 不可 可以 先 还 利息 再 还 本金,我 的 借呗 利息 为啥 不降 降低,0
控制 花呗 额度 在 以内,增 花呗 额度,0
现在 借呗 怎么 只能 借 个 月,蚂蚁 借呗 分期 为什么 什么 只能 借 个 月 了,1
就是 我 之前 这个 膜拜 单车 的 押金 是 花呗 交 的 现在 退 了 哪个 花呗 的 还款 金额 还是 没 少,我 用 花呗 买 的 商品 退货 之后 商家 没有 退款 我 就 提前 把 花呗 还 了 如果 商家 退款 退款 会 到 哪里,0
怎么 怎么回事 回事 借呗 怎么 老 是 不让 我 用,我 的 借呗 怎么 还用 不成 怎么 才 可以 用,1
为什么 什么 我 还款 了 该是 显示 借呗 未 还款,借呗 还清 了 为什么 什么 开通 网上 贷 还是 显示 未 还清,0
花呗 已经 还款 依然 冻结,花呗 账户 冻结,0
还有 蚂蚁 借呗 也 不能 能用,借呗 还 没有 还 完 但是 不能 再 使用 了,0
商店 卖家 家信 信用 信用卡 和 花呗 收款 会 收 手续 手续费 续费 吗,实体 实体店 花呗 支付 卖家 会 被 收 多少 手续 手续费 续费,0
可以 用 花呗 帮 朋友 还 花呗 欠款 吗,我 可以 帮 好友 还 花呗 吗,1
我 的 花呗 里 的 钱 是 什么 钱,花呗 里 有 多 的 钱 吗,0
支付 支付宝 购买 买车 车险 可以 以使 使用 花呗 吗,我 买车 车险 怎么 不能 能用 花呗,0
不想 想要 那么 高 花呗 额度,花呗 额度 不够 使用 要 怎么 怎么弄,0
一个 一个身 身份 名下 的 账号 借呗 额度 是 共享 的 吗,同一 同一个 一个 一个身 身份 身份证 下 的 支付 支付宝 能 不能 共享 花呗,0
本月 花呗 消费 何时 还款,花呗 当月 还款 之后 再 用 是 什么 时候 还,0
花呗 逾期 还款 后 能 继续 使用 嘛,我 下个月 还清 余额 能 不能 继续 使用 花呗 上 的 钱,0
怎么 可以 主动 提高 借呗 额度,怎么 有利 与 提升 蚂蚁 借呗 额度,1
花呗 有 还款,花呗 在 还款 还款期 期限 期限内 还款 又,0
为什么 什么 借呗 还 了 没 恢复 额度,我 怎么 有 借呗 但 没有 额度,0
花呗 怎么 完善 学历 信息,花呗 里面 怎么 完善 不了 资料 呀,0
花呗 可以 叫 人 帮 还款 吗,花呗 可以 叫 朋友 代 还 吗,1
我 的 花呗 已经 还款 昨天 又 退 了 的 花呗 怎么 那 用 不了,我 的 花呗 账单 还清 了 为什么 什么 还 不可 可以 用 呀,0
我 想 提 额度 蚂蚁 花呗,花呗 额度 最少,0
借呗 提前 还款 违规 吗,蚂蚁 借呗 提前 还款 是 信用 体现 吗,0
花呗 可以 在 口碑 超市 市里 使用 么,些 地方 花呗 可以 用,0
网商贷 没有 有用 过,我 没有 网商贷,0
我 想买 个 包 花呗 余额 不够 可以 提高 高额 额度 吗,可以 增加 花呗 额度 么,1
